polarity,final_messages
0,Are you from CA?
0,"I miss the east coast a bit, especially the part where I paid 500 dollars a month in rent. Why a year in New Orleans - did you go somewhere else and then transfer? I would last like 2 days (ambitious estimate) in that climate before leaving so kudos to you for lasting so long"
0,"Believe it or not you are not the first Tulaner I've met on tinder haha. What I've heard about it corroborates what you said, my friend there goes three times a week despite coronavirus."
0,Are you big into partying?
0,Goes out *
0,"Same as you. Partied a decent amount in high school and early college, then for whatever reason being drunk didnt feel good anymore so that pretty much was it for me.  Was never going out 3 times a week tho haha I would literally die"
0,You ever do some crazy shit while drunk
0,That bad huh?
0,Now I'm curious
0,Might as well get all the embarrassing stuff out then it's all uphill from here
0,"Haha those are the important ones. But I also have a bunch of random interests. I like running and hiking, intellectual stuff generally like reading, coding, reality TV, political gambling recently, video games"
0,What are you into besides jeopardy and smash?
0,Also I just saw your 5th photo for the first time and it made me laugh really hard
1,I bet all your pictures do well with dudes 😎
0,I was a neuroscience major for one semester! Really cool stuff
0,Do you play soccer at Cal?
0,That's real smart. I've seen people really change after multiple concussions so I'm not letting my kids play football haha. How did it inspire your interest in neuroscience?
0,Oh man migraines are the worst. I had them pretty bad for a couple years. How often do you get them?
0,You should try magnesium and vitamin B2 if you haven't already. There is some decent research suggesting that they help
0,"CoQ 10 too if I remember correctly. Ironically my migraines ended up being caused by a magnesium supplement I took, and it was months before I found the connection because it didnt make any sense."
0,"I appreciate you asking. In general, not a really serious relationship (I spent most of college in one so I need some time off), but I guess you never know. Beyond that I'm pretty flexible in terms of what I'm looking for. With Corona things are bit weird. My house is really strict about social distancing, and the majority agreed on being this risk averse so I gotta respect it. Which makes things a bit challenging at least in the next couple months before we get this allegedly 90 percent effective vaccine."
0,How about you?
0,"I guess to be more succinct, generally I'm looking for somewhere between  friends with benefits and semi serious fling"
1,Currently looking more for friends with sexual tension hahaha
0,"Haha it doesn't to me. I'd say I'm not looking for a relationship, but am looking for some level of connection beyond hooking up and nothing else. Have you met many dudes off tinder or no?"
0,"I have met up with only two I think. The first girl was pretty cool, but our first date was a few days before we got off for winter break so that didn't continue. Then I had a fling with another girl who was pretty cool (the tulaner). Another girl who I had seen around campus and was really into asked me out on tinder and then flaked in a pretty shitty way."
0,So tinder has been like mildly fruitful haha
0,Probably not worth the countless hours I have wasted swiping
0,Hahaha this is over the course of like a year
0,"She asked me out, I gave a time like 9 or 10 days out. She did not respond until the night before when I was in NC for a job interview and asked me if I was still good for the date. And when I tried to reschedule she got pissed off. It was truly baffling"
0,Bullet dodged though
0,This is super unrelated but I'm curious how you spend your days with covid
0,I feel like my entire day kind of blends together cause I have nowhere to be and before I know it a full day has passed and it's not clear what I've really done
0,"Hahaha was the frat your only option? I would probably take anything over a frat. I lived in a sorority my sophomore year which was great, both for meeting girls and living in a clean and peaceful space."
0,What classes are you in right now?
0,I see. Is it an off campus frat house? Judging by my rent this might be the one part of the country where I'd guess that dorms are cheaper than off campus
0,What have you learned in your biological clocks class? I cant seem to get my circadian rhythm in check. Always feel tired when I want to be awake and vice versa
0,Okay what the fuck that is absurd. Our student housing was like 800 a month and that was enough to elicit my indignation. 2200 a month seems like probably not that far off tuition right?
0,I do not buy that taking melatonin is useless. I took it for a while and it was too effective. Knocked me straight out but then I'd feel really off the next day
0,Maybe I have a melatonin deficiency...
0,Yeah that's absurd. I guess they can get away with it cause the area is so expensive.
0,You doing anything interesting this weekend?
1,"Hey Sammy, you have a great smile!"
0,How is your life going right now 1-10 hit me with it
1,"Hey Madelyn, you have a great smile!"
0,What sort of art do you do?
0,It does not but now I am concerned why you think it does. Are there signs?!?!??!
0,I am just kidding I have a long and colorful family history of early onset balding and according to 23 and me I have every genetic risk factor
0,Thankfully I have a beautifully shaped head so I look forward to those days
0,In what ways have you been screwed by genetics
1,I have a fat ass too believe it or not. What if we had a kid
1,So will we conceive in your 2003 subaru or mine
0,Hey Grace what's up?
0,Can you tell me what FDT stands for I have been trying to figure this out for like 3 minutes and I'm dying to know
0,"Disappointed in myself for not figuring that out.  Share the sentiment though, the election was a huge relief though I wish it wasn't as close as it was"
0,If you had a bio what would it say
0,"I live in fear of the mf groove, but I always appreciate a reminder"
0,How is life going for you Ansley? 1-10
1,"I am experienced in fish rearing, so would like to apply to coparent your fish. What is their name?"
1,Are you still hiring for this role
1,Dream date idea: zoom date except my internet doesnt cut out like it did last time
1,"Your really cute Jessica, you're smile is very pretty!"
0,Ava how is ur life going right now 1-10 hit me w it
0,Natasha hows ur life going -10 to 10 hit me w it
0,Not too bad. Whats your secret to staying above 0 in these trying times
0,On a scale of 1 to 10 how well is your life going right now
1,Damn girl I wish I was your student
0,What are you teaching?
0,What sort of reality TV show do you hope to be on?
0,"What if I dont have a car, but I can type 135 WPM. Do I still make the cut or nah"
1,I am so excited to finally have someone who I can brag about this to
0,I think it runs in my family - my mom is also an absurdly fast typer. Doesnt hurt that I also played piano for most of my life and spend an inordinate amount of time on my computer.
0,Hows life going for you in the quarantine?
0,"Haha there are probably some finger related genes somewhere in the genome. What style of piano did you play? I mostly played classical, I liked jazz but sucked at it"
0,"I'd say same as you. There are some things I appreciate like being able to work from home, but it is pretty boring. My house has 16 people so we are really strict with covid risk cause if one person gets it we are all fucked. Hiking and running are pretty much the only things I do outside the house"
1,Soilmates?
0,I'm pretty surprised I got it. I was fully prepared to spend like 15 minutes figuring it out haha
0,How how has your day been?
1,"Ilana, I understand it can be I intimidating to talk to someone as attractive as myself but I am not sure how we can figure out if we are soilmates if we dont speak."
0,I was so excited for 30 seconds until I realized you were 50 miles away hahahaha
0,"I'm in Berkeley, just moved here from the east coast"
0,I dont even know what's 50 miles away is that the desert or something
0,Okay maybe we cant date but you CAN educate me
0,What else can you teach me about this great state?
0,I like it a lot here! Weather is insanely good (on days when you can breathe without damaging lungs). Other than that I havent really been able to experience much because of the coronavirus and the fact that I am too lazy to do stuff.
0,"On a scale of 1 to 10, how well is your life going right now?"
0,Ah jeez I'm a bit late to respond to this
0,How much spaghetti do I have to cook you to make up for it
0,Hey Vivien! I too am new to Berkeley - what brings you here?
0,I just moved here a couple of months ago for work. I graduated back in May. What are you studying?
0,"Are you named after the water bottle brand, or is it named after you???"
0,Damn I'm impressed. What makes you so great as to have an entire brand named after you?
0,Do you get a cut of the profits?
0,So nice to meet you Yanny
1,"Are you from Iraq, cause I want to see you Baghdad ass up"
1,"You share a name with my childhood neighbors dog. Like her, you are very cute."
0,I just accidentally found you on reddit
0,The magnitude of the coincidence has to be some sort of sign
1,How much parks and rec is too much?
0,I have been told I would line parks and rec but am scared that the same thing is going to happen to me
0,People told me to watch the office and then all of the sudden two weeks have gone by and I've done nothing else
0,Office does too much cringe humor but I also love the characters so it balances out
0,Are you still playing violin/doing other music stuff?
0,We were a baller duet we sounded so good
0,"Hahaha no worries this was a really long time ago, I accompanied you for a couple concerts, was a cool experience cause I almost always played solo"
0,Are you planning on doing music long term or something else?
0,Yeah it was just on violin IIRC. I think Steve tried to put me into situations where I'd be around girls
0,"Mad respect for wanting to go into government, I dont think I'd last a day"
0,I can barely read about politics without getying angry
0,"Finally, my suspicion has been confirmed"
0,Jokes on him I had no idea at the time
0,What sort of government stuff are you interested in?
0,I'd vote for you
0,What sort of things would you like to see change in terms of mental health resources/policy?
0,Fuck yeah US of A baby. More prisoners than China
0,"System is really useless though in my experience, I had a friend who I had to take to psych ward for schizophrenia, they literally just booted him after a week regardless of whether he was ready to leave"
0,Ended up having to go at least 3 times
0,How have you been spending your quarantine besides parks and rec?
0,Please dont be a bot
0,What does the J in KJ stand for?
1,I refuse to kiss before marriage
1,In fact I have never done as much as hug a girl
1,God is always watching
1,If you are lucky we can side hug before marriage
1,Can you put me in contact with your father so I can ask permission to go on a date with you
1,You are pretty
1,You are pretty
1,You are pretty
1,You are pretty
1,You are pretty
1,You are pretty
1,You are pretty
1,You are pretty
0,Do I have the job?
0,How can I increase my chances?
0,If you had a bio what would it say?
0,I know the feeling I had no bio for months before writing the one I have now
0,Just list random traits that you have
0,That's what she said < your mom
0,I have a traumatic childhood experience of accidetanlly making a your mom joke to a friend who's mom had died
0,"This is not a great time to be a person who loves to go places and do things, is it?"
0,If you had a bio what would it say?
0,I dont mean to brag but I can squat like 150
1,Why are the good ones always 500 miles away?
1,I keep matching with Sophias. Why do you guys like me so much?
1,Why are the good ones always 2500 miles away?
1,Why are the good ones always 5000 miles away?
0,If you had a bio what would it say?
0,I wish I looked as good with glasses as you do
0,But instead I just have to go about my life functionally blind
0,You bring the bakes I bring the accent
0,Uhhhh
0,Okay maybe ill bring the bakes
0,Sorry to disappoint
1,How can I make it up to you Natalie
0,I'm 50 percent irish does that help
0,We neighbor the Brits and were also oppressed by them
0,I apologize that my ancestors are not of your preferred nationality
0,"4.94 is an impressive score, but does it keep you up at night wondering who the uber driver was who gave you less than 5 stars, ruining what could have been a perfect score?"
0,Still curious about this
1,I already see a lot of compatibility here
0,I love making spaghetti
0,Salutations mam
0,Are you enjoying the quarantine
0,"Haha understandable, good time to kick a caffeine habit though. Getting pretty depressed from lack of social contact. Trying to stay productive though and apply for jobs so I'm not sad and also unemployed."
0,As a beverage isnt coffee inherently inedible
0,Also you should try this instant coffee I bought it's the worst coffee I have ever had but it gets the job done
0,I'm not really an extravert but talking to no one other than my mom does get a bit old
0,Are bars considered essential businesses
0,Where are you interning?
0,That's really noble. What sort of work are you doing for them?
0,And wow you arent kidding about liquor stores
0,I guess quitting alcohol can kill you if you are dependent so it makes some sense
0,Damn Laurel I thought this was going somewhere
0,Hey what's up Kelly Ann
0,"Yeah I feel that, not a great time to be alive. I'm screwing around with this tinder location switching feature, its mildly interesting to see what profiles look like in different parts of the world"
1,I feel as if weve matched before
1,I have to admit - that's a bit advanced for me. I'd probably have to take you out to a restaurant
0,Do you go skiing a lot
0,You clearly dont realize how mean my spaghetti is
0,I'm a professional
0,"Nice try, no way I'm giving away my secrets this easily"
0,You'll have to trade me one of your cooking secrets
0,What are your top three recipes? I have to diversify from only cooking spaghetti
0,"Yeah that's terrible, why would they ever schedule something then"
0,What other classes are u looking at?
0,Sounds like a humanities ho with premed woes to me
0,I appreciate honesty in the bio
0,Why are you taking a terrible seminar
0,Or is it physics 40 that's terrible
0,I miss physics
0,I wish it was a requirement
0,My semesters always start out exciting
0,But like 2 months in I am always done
0,Haha let me know if you need some help. I peaked in high school physics
0,It's all been downhill since then
0,Yeah school doesnt matter so much for me I gotta get a job though and I'm pretty bad at it
0,You dont have to get a job for like 10 years or something
1,hey are u out tonight?
0,"No problem, hows your week going?"
0,Haha being a premeds gotta suck
0,are you mostly busy with classes or do you have a lot of other stuff?
0,"You are the third premed I've ever interacted with. I've been pleasantly surprised compared to what I expected, guess I havent had to compete with them tho"
0,How did you decide you wanted to be a doctor?
0,"It took like 30 messages for you to tell me your PLME, that's gotta be some sorta record."
0,It's cool that you already have a specialty you're passionate about
1,Yeah I'd love to :)
0,I'm a bit busy this week but how is your schedule for next week?
0,Yikes 10 PM you hate to see it
0,"Thursdays a bit tough for me but could you do Friday some time during the day,"
0,?*
1,I'm having trouble thinking of a first message. Can you help me out?
0,I have never seen a palm tree in real life
0,I too am an athlete - a mathlete
0,I'm honored
0,Is the last name Satan?
0,Youd have to ask him
0,He needs me to get to know you first so he knows you're cool
0,Idk what do you have to be offer?
0,I have extra respect for women who message first
1,So is the dowry negotiable or what
1,"I mean you are pretty and I respect you a lot, but that's pretty steep"
1,"Honesty, another thing I respect. Maybe I'll just pay the dowry in full"
0,Are you back at school?
0,Dope what are you studying?
0,I'm also comp sci
1,"Its settled, I would like to ask for your hand in marriage"
1,Or at least a date or something
0,Awesome. You're in Boston are I'm guessing?
0,Area*
0,Oh that's by Weymouth right
0,Is the last name satan?
0,Hey we have a lot in common
0,I too disappoint my parents
0,Or at least the parent I have a relationship with
0,Hey Alexandra what are you up to
0,Its really cool that you run a non profit what does it do
0,Three matches in one
0,Fuck yeah
1,Do any of you want to go on a date with me
0,"So your saying that ""flosses daily"" wasnt enough to sweep you off your feet?"
0,"Okay, so I've won you over. Now it's your turn. Tell me about yourself"
0,No way
0,What if you get something stuck in your teeth
0,What then?!
0,...
0,You need to be saved
0,Our first date will include me giving you a lesson on how to floss
0,It's extremely important for dental health
0,I see why you might think that
0,But think about it this way:
0,"If everybody flossed, their teeth would be healthier. Therefore, there would be less of a need for dental surgery, and dentists would lose money"
0,Point is we should go on a date so I can teach you how to floss
0,I was kidding about the floss we can do something normal
0,That's barbell looks pretty heavy
0,I set a new pushup PR today
0,Did you take the video of that raccoon
1,Can he join us on our first date
0,Hey I'm pretty damaged not gonna lie
0,How do you pronounce Bowdoin
0,Is it bo-din or bo-do-in?
0,Or bo-dwin
0,"Ah yes, thanks for educating me. How is your break going?"
0,I've only ever dated for girls from Atlanta would you like to help me continue the tradition
0,Nah we were just together for two years hahahaha
0,"Theres a decent amount of peolle from the area though, like alpharetta and johns creeks and stuff"
0,What's wild Anna
0,The suspense is killing me
1,Were a perfect match
0,You go to UChicago
0,I got reject from UChicago
0,Is the dodgeball you are referring to the movie or the game
0,I am a fan of both
0,Would you rather be a strawberry with human thoughts or a human with strawberry thoughts
1,Can I see proof of your candy crush world ranking
0,Conley what's good
0,Should have known dating a guy named Bailey was a mistake
0,Sounds like a golden retriever
0,Well your going to have to make up for dating Bailey by dating someone with a normal name like Joseph
0,Thanks means a lot
0,How is ur trip to Boston going?
0,Living in boston is a little disappointing too. Drugs will fix it that's why we have such a bad heroin problem
0,"Hawaii, Alaska, North Dakota, South Dakota, Minnesota, Iowa, Wisconsin, Michigan, Delaware, Nebraska"
0,Come on Lily the suspense is killing me
0,Is this graded on a curve or is 6/10 still failing?
1,Do you know what the top thing I look for in a woman is?
0,Good taste in HGTV shows
0,I usually watch the american one but I've been getting into the international recently. Show got killed a little bit for me when I learned it was fake though
0,"This isnt a great month to be in Boston, what brings you here?"
0,Same here
0,What do boston people do this time of year I didnt grow up here
1,I may be a pussy but it's not going to stop me from messaging you
1,What do I have to put on my application for trivia partner
0,Okay I suck too maybe together we will be good though?
0,I would take bathroom selfies too if my bathroom was that dope
1,"You may be a fine arts major, but the only fine art I see is you"
1,Before we go on a date I have to know what the cardboard box looks like
0,"I think I can work with that, but where will we park the horses we take to work?"
0,If you can figure out a way to hide a horse behind a box that size I'll be very impressed. Are you still at college or have you graduated yet?
0,Same here. Do you have any idea what your going to do afterwards? Boxes arent free these days
0,If it makes you feel any better I havent started applying yet
0,What sort of stuff do you have in mind?
0,What kinds of art do you make?
0,Do you have art pieces you've made that you are particularly proud of? Also is ceramics making pots and vases and stuff like that?
0,You look awfully familiar
0,Well it looks like I'm going to have to cook you some spaghetti
0,Yes but only for emergencies
0,Also keep sauce and spaghetti in different pockets
0,"Socks are safer, but access time is greater. For me, the tradeoff isnt worth it."
0,No one has attempted to steal my spaghetti for fear of instant and fatal retribution
0,I would keep your spaghetti safe Oliveia
0,Chivalry is not dead no matter what anyone says
0,Vdub haul is 7/10. Points were given for seven bananas and variety of food. Points were deducted because box could have had much more food stuffed into it.
0,I'm not going to budge on the to-go box but I will grant a bonus point for the meik swipe. 8/10 final score. Are you off meal plan?
0,I am not but I havent paid for food in at least two days
0,Are you familiar with Brown Bytes?
0,You continue to impress
0,Official services not that I know of
0,But
0,I hang around the CIT 3rd floor sometimes and theres food there maybe half the time
0,Also when they have extra food from events CIT 4th floor kitchen
0,Also I have a friend who's a CA  so she connects me with food whenever she has an event. I ate for like two days on the last event
0,The pasta and potatoes?
0,It wasnt the best but there were vegetables I dont get those too often
0,They are tough on the grocery bill
0,Kabob and curry is my favorite
0,For free food
0,I cook a decent amount depending on what constitutes cooking haha. Microwave is main tool in my arsenal
0,But I cook pretty good spaghetti and my lentils are good like 60 percent of the time
0,"Faculty club dinners, I'll have to check those out"
0,My dad made my mom canned soup on their first date
0,They are also divorced lol
0,I feel that I was making some cool shit at the beginning of the year
0,And that fizzled out pretty quick
0,Where do you usually go shopping?
0,Aldi for basics
0,East side for like fruit and shit
0,Aldi is mad cheap you gotta check it out
0,Smith Hill by PC
0,"It's a bit far, typically I'll go with a friend and uber back - still works out to way less cash"
0,Some stuff is like 60 or 70 percent cheaper than east side
0,Like a 3.50 bag of chips at easy side is 1.19 at Aldi
0,oatmeal is like 80 cents a pound
0,Box of cereal for 1.29
0,Frozen pizza for 2 or less dollars
0,If you cant tell im passionate about saving on food
0,You have pretty much the only tinder bio I have been able to work with
0,I know what u mean
0,Its worth it though free food here is typically pretty good
0,What are u studying?
0,It makes me really upset that I havent thought of that
0,What I have done in the past is buy books and sell them at a profit
0,But that is purely genius
0,I lived in perkins last year and I remember people throwing out q bunch of shit
0,I grabbed a couple like regular books but didnt see anything valuable
0,Oh no shit what floor
0,How much did u make on the textbooks?
0,That's awesome
0,Third
0,I moved there midyear
0,And had a double to myself it was dope
0,It would have been except I had a radiator
1,😺
0,glockenspiel?
0,lederhosen
0,your dp
0,isn't that lederhosen?
0,lederhosen isn't a person
0,it's like an oktoberfest costume
0,hahaha
0,like it? i don't have an opinion on lederhosen either way i was just asking if that is what the costume is
1,😸
0,people do read this.
0,did et get home safely?
0,he looks pretty cosy in his scarf
0,where is that et bicycle?
0,i've seen a few people on this blasted app with et...
0,sorry
0,dear god sydney
0,melbourne or sydney? (there's a right answer)
0,mmm same i'm from melbourne
0,but we party harder her
0,*here
0,what is with that? probably king's cross or something
0,shit
0,how are they supposed to have all-night adventures?
1,😿
0,i wish i knew. i saw it in the app store and downloaded it at the behest of a friend of mine.
0,"i don't do relationships in semester, if that answers your question"
0,"and tinder isn't for the last option, if anyone's that stupid."
0,what are you doing on tinder?
0,now you sound like an asshat.
0,hasn't everyone?
0,"that's why i don't do relationships in semester, it fucks with your head too much."
0,uni's hard like that. are you at uni as well?
0,sparky?
0,have you been electrocuted yet?
0,"nasty, a friend of mine walked into a cow fence"
0,which was funny for like a second...
1,🙊
0,do you dance and play bass at the same time?
0,haha does that ever end well?
0,uni
0,"yeah, i go to unimelb 📚"
0,"science, i'm majoring in pathology"
0,"3 years, i finish at the end of this year 🎉"
0,haha are you at uni too?
0,what kind of dance? 👯
1,"that's pretty cool, so you're a ballerina? 😸"
0,hahaha do people actually think that?
0,i mean i know ballerinas wear those pointe shoes and weird nude bodysuits but i don't think that immediately means homosexual...haha
0,do you wear tutus?
0,or is that only for girls
0,hahaha freaky shoes?
0,oh god that's grisly
0,"i'm at royal croquet right now, doing some volunteering stuff and probably going to see a movie with a friend"
0,wbu?
0,i like slothing around...once semester starts i won't have much time for that 😸
0,sloth life!
0,"uni's good, it keeps me busy because i'm not sure what i'd do if i wasn't going to uni"
0,how did you get into dance?
0,that turned out well haha
0,that's pretty cool you've made a job out of a hobby
0,what have you been dancing in?
0,no like what kind of musicals and such?
0,i don't know anything about ballet
0,like do ballerinas do plays or musicals and stuff?
0,they're basically plays! aren't they?
0,"i have some friends who play music or act, and when i ask them what they're up to, they won't shut up about whatever production they're working on"
0,hi
0,"alright, went out to dinner with my parents"
0,wbu?
0,are you drunk or something?
0,idk i'm probably hanging out at a friend's house tomorrow
0,and yourself?
0,life story?
0,i'm a uni student
0,on uni holidays
0,"doge person, vinyl enthusiast"
0,you'll have to be more specific
0,science at melbourne
0,path major
0,"and if it all pans out, med school after i graduate"
0,is it? what's your *life story*
0,"i expect to figure that out later, but i like the idea of surgery"
0,what do you do that requires so much time spent out of phone reception?
0,i thought telstra mostly fixed rhat problem
0,cool
0,"my mom works for telstra, but then again she's biased"
0,do you like lecturing?
0,really? what are you studying / where
0,"cool, what's csu?"
0,is that charles sturr
0,*sturr
0,*sturt
0,"i have to do some marking for this volunteer thing i'm doing, enjoy melbourne 😸"
0,csu?
0,how does the beer can tower work?
0,but how does the beer flow through?
0,that's a lot of beer
0,ha yeah they are
0,matt berninger's voice is 👌
0,IT IS HILARIOUS
0,the opening scene with the umbrella...
0,"haha yeah, i found some scenes really hilarious"
0,video quality was shit
0,hahaha i love the question about the wallets and ids
0,"um, life in film, jake bugg, leonard cohen, jack white stuff like that"
0,life in film's pretty under the radar but they're my favourite
1,😸
0,haha you should! 👍
0,yeah they are kind of like the national
0,"and the smiths, produced by the same guy i heard"
0,did you notice the cat you had stuffed down your shirt?
0,i don't think my golden retriever would fit down my shirt
0,i don't think i'd fit
0,what's the kitten's name
0,so many people have taken up hatchet job photoshopping on tinder
1,😸😸😸
0,ts1989 was rather well done
0,best song on 1989?
0,interesting choice
0,welcome to NY
0,i don't really like swift but i listened to it a bit during swotvac
0,nice
0,"i don't write essays anymore, thankfully"
0,nah i'm doing a science degree
0,"not a lot of essay writing, really"
0,what do you have to write essays for!
0,*?
0,ahh yep
0,3rd year this year
0,then i graduate and off i trot to postgrad
0,what kind of postgrad?
0,"i'm trying to get into med school, which may or may not really pan out"
0,aw thanks
0,nice
0,have you heard of VCESS?
0,vce summer school mostly for disadvantaged students
0,i'm tutoring a class this year and it's pretty fun (except for the clown i have in my class)
0,📚✏️
0,nah volunteering
0,it's good fun we've been bribing the small children with candy
0,"*teenagers, but yeah"
0,i'm pretty sure everyone loves lollies
0,YES EXACTLY
1,🍫🍫🍫
0,midnight snack'
0,chocolate is kind of like the devil
0,tooth decay
0,diabetes
0,obesity
0,morbid obesity?
0,sure
0,"if all else fails, there's chocoholics anonymous"
1,😸
0,ha thanks😺
0,"i have to sleep, i'll ttyl"
0,"er not bad, i woke up quite some time ago 🌞"
0,"sort of, i sorted out tomorrow's class and wrote out notes so i don't look idiotic"
0,"went on the elliptical, that's about it, and watched AHS 😸💉"
0,hahaha more like bumming around the house
0,how was your day?
0,"nice, are you on hols as well?"
0,"haha yeah same, okay"
0,i'm pretty busy with vcess activities and i'm going to royal croquet this weekend
0,can i get back to you? 😸
0,"(well vcess is for the next week or so, and i'm teaching everyday next week)"
0,i'll be at unimelb for most of next week if you're around
0,shit that's coming up soon haha
0,"i don't know what's happening then, i end up being on barbequing duty O.O"
0,yeah sure
0,where do you hang out?
0,are you from around there?
0,i'm in fitzroy
0,northside 👌
0,haha
0,do you go to uni in melbourne or something?
0,"i've never been, except to see a dog breeder"
0,i think i went to sovereign hill in year 6
0,some friends of mine went up there for choir and went ballistic with the candy
0,"haha i've heard, a lot of people at college who were from ballarat worked there"
0,apparently the costumes were really itchy
0,crayon factory? they have those in melbourne?
0,i figured
0,🎨
0,no
0,why?
0,you don't look like you can be trusted with the manufacture of crayons
0,you put a disclaimer in your about me section
0,are those fenders?
0,🎸🎸🎸
0,they're beautiful
0,"sort of, not really."
0,teles?
0,"there's a strat in the corner, right?"
0,i am shit
0,"i am better on a miniature guitar, also known as a ukulele"
0,oh wow nice
0,what kind of music do you play?
0,"yeah, at melbourne"
0,are you at uni or...?
0,ahh comm kid
0,"same, i'm 3rd year this year as well"
0,not telling
0,we're jealous of your 3 day weeks
0,last semester i had a day off for the first time ever
0,"haha you're going out into the big bad world after comm, right?"
0,i'm sticking around uni for a while 😸
0,"cool, what major?"
0,i would say that's very exciting but to be honest i have no clue
0,"i'm doing a pathology major, which is less interesting than it sounds"
0,"nah, it's mostly theory"
0,yeah i'm doing vcess right now
0,"teaching vce psych, it's pretty fun ✏️"
0,"psych is the best, i wish i hadn't forgotten quite so much from year 12 tho"
0,do you get involved with union at all?
0,haha yeah i did that in first year for a bit
0,"vcess is like the first union thing i've done, never really got involved because i have friends from school and stuff"
0,half?
0,haha
0,what rmit/deakin wasn't good enough?
0,which school did you go to...
0,OH
0,yes that makes sense now
0,do you know anthony?
0,okay i'm not sure
0,he had a nasal voice
0,biomed at melbourne now i think
0,asian
0,idk
0,anyway
0,what's the dog's name
0,no
0,it's a nickname from school
0,well kind of it's clever
0,"""shellfish"""
0,haha ja'mie
0,"it's not a lab, it's a GR"
0,"not yet, any ideas?"
0,nah too fancy he's a simple llama
0,"no, it shall go about unnamed for now"
0,"i'm thinking peter, right now"
0,thanks
0,doge
0,hi
0,talk later i'm currently at dinner and invariably i'll be told to put my phone away
0,"hi, i'm pretty good how are you?"
0,"yeah it was alright, wbu?"
0,yo
0,um good
0,nice doge
0,in your pictures?
0,there's a chocolate lab?
1,🐶
0,what's exercise sport science?
0,ahh right
0,it says on your bio
1,just curious what it is
0,never really heard of it
0,"i mean i've heard of exercise science, they have a lab at uni i think"
0,you had a moment thingo?
0,nice doge
0,what's the doge's name?
0,my doge is a golden retriever and she's completely demented
0,they're fluffy but so much fur
0,we have dark floors so there's always clumps of fur everywhere
0,my mom makes new doges from the fur she brushes off...
0,you know when theres so much fur
0,you can make this clump that looks like another dog?
0,it's easier to do with cats
0,it's a meme
0,i only do it sometimes 🐶
0,not just then! see the thing about the clump of dog hair
0,just then
0,that's hilarious
0,the tiny ponytail
0,trying to get people to take you seriously?
0,try the miley with the two pigtails
1,highly philosophical question - miley or taylor swift
0,NOOOO
0,but miley's actually cool now
0,haha
0,yes that she is
0,"her tour was brilliant, giant inflatable dog, the flying hot dogs and stuff"
0,1989 is alright tho
1,are you into any other music? 🎵
0,really? i don't either so i listen while studying even though it's not really a good idea
0,i collect vinyl and i love the sound but i don't get the time to actually take them out for a spin too often
0,what's your favourite record
0,ooh johnny cash is good
0,i wish my grandparents had cool records
0,"i don't think they have them anymore, but they have this inoperable turntable"
1,my mom bought me a new turntable so i can't really complain 😸
0,during semester i'm pretty busy with uni and studying and such
0,obviously i go out although i don't really drink anymore
0,"i exercise sometimes, walk the doge"
1,🐶🐶🐶
1,"nice, you must exercise a lot then?"
0,"i go on the elliptical, and do stretches and such but i get pretty slack with it sometimes 😕"
0,i am! i've made it a NY resolution to go on it more often
0,became a coat rack for a while...
0,wow that's good
0,geoff shaw?
0,"not much, was dragged to the farmer's market this morning"
0,from friday night? nice
0,"i'm going to dinner with my parents, not much"
0,japanese
0,🍣
0,why do you have a photo of geoff shaw?
0,are you a fan or something
0,yes did they manage to expel him?
0,ahh
0,"i was away during the election, had to early vote and everything"
0,are you studying politics or something
0,"cool, in politics?"
0,how do you feel about the decline of print media
0,📰<💻
1,i still like newspapers as weird as that sounds
0,oh you're in print media?
0,and candles smell better than electricity. i like vinyl which is basically obsolete but if you'll believe it vinyl sales and production have been at an all time high
0,"indie rock, some indie pop, i listen to anything really"
0,"normal rock is alright too, my current favourite jack white lazaretto"
0,"(on vinyl, because it's a special vinyl)"
1,SAME!
1,i was actually really looking forward to having a whack with the mallet
0,haha we got there at 6:30 so didn't have to
1,i had some meatmother and mr claws and a tin of ice cream too 😸🍦
0,i went with a friend who just went for the canned ice cream
0,"croquet but there were like people who took forever and we got bored and walked off, there wasn't a line just people hankering for a whack"
0,"yeah, it was so overpriced but all these foodie festivals are"
0,yeah are you not from melbourne?
0,"we are really big on food here, it's kind of a religion"
0,haha yep
0,so you're from brisbane?
1,"or as we sometimes call it, brisvegas :P"
0,cairns is beautiful
0,what are you doing down here in melbourne?
1,"i've always lived in melbourne 😸 except for a brief stint in montreal, which i don't really remember"
0,"ah nice, which uni?"
0,🏄🐠
0,i'm a little too old to be adopted
0,is the mo for movember or is it a year round thing?
0,how do you make the ends stand up?
0,wax?
0,i'd really rather not be kidnapped
0,where in canada are you from?
0,and illegal
0,are you trying to cultivate a creepy look?
0,you didn't seem creepy until you mentioned kidnapping
0,okay
0,i feel that moustaches have become overhyped in pop culture
0,hipster?
0,indie?
0,"and if so, do tell me which band you think will be the next big thing."
0,"haha, that's a good motivation"
0,it's a prove-yourself thing
0,labelling is how we understand the world.
0,"you can do it without using labels, but it's human nature to categorise."
0,take it up with a higher power
1,i bet i have more participation ribbons
0,"haha, it's been good, heading to royal croquet later"
0,"went to volunteer at uni, watched the new AHS, not much"
0,wbu?
0,"nah, i'm volunteering with the union which runs some stuff for vce students"
0,"vampire weekend's new album, jack white's lazaretto 💽"
